radius_nm,temperature_C,pH,degradation_rate_per_hour,t50_hours,t90_hours,error
200,30,7.4,0.03,9.218436873747494,20.64128256513026,243.6272946694993
250,40,6.5,0.005,20.240480961923847,49.298597194388776,244.7582138224344
150,30,6.5,0.02,9.018036072144287,20.64128256513026,244.78231011120437
450,37,7.4,0.05,22.0440881763527,48.09619238476954,247.2015775037047
100,25,5.5,0.03,9.218436873747494,20.440881763527052,249.82325372187265
300,35,7.0,0.01,21.442885771543086,48.69739478957915,250.3919261368426
350,25,7.0,0.05,22.0440881763527,48.29659318637274,252.0899112854966
200,35,7.4,0.02,8.817635270541082,20.440881763527052,252.21360556784919
200,37,6.5,0.05,9.4188376753507,20.240480961923847,255.02483925767368
200,30,5.5,0.03,22.444889779559116,48.09619238476954,255.41359271649503
100,25,6.0,0.01,8.216432865731463,20.440881763527052,256.40154055606206
150,37,6.5,0.01,8.216432865731463,20.440881763527052,256.40154055606206
200,40,8.0,0.01,8.216432865731463,20.440881763527052,256.40154055606206
100,30,5.5,0.02,8.817635270541082,20.240480961923847,258.4898855827888
200,35,5.5,0.02,22.444889779559116,48.29659318637274,260.30192649828695
200,35,7.0,0.03,9.018036072144287,20.04008016032064,263.6111501560234
250,30,7.0,0.005,20.440881763527052,49.899799599198396,264.45291384371944
350,25,8.0,0.03,22.444889779559116,48.49699398797595,265.27058124264545
350,30,8.0,0.02,22.444889779559116,48.49699398797595,265.27058124264545
200,40,7.0,0.02,8.617234468937875,20.04008016032064,266.1621439271328
200,25,7.4,0.05,9.218436873747494,19.839679358717436,268.8930566543909
350,40,6.5,0.03,22.645290581162325,48.49699398797595,269.49707029289027
150,40,6.0,0.03,9.018036072144287,19.839679358717436,270.04807209609595
150,25,7.4,0.01,8.016032064128256,20.04008016032064,270.59104180304496
100,37,5.5,0.01,8.016032064128256,20.04008016032064,270.59104180304496
100,30,6.0,0.005,7.615230460921843,20.04008016032064,273.94524519981843
400,35,7.4,0.03,22.645290581162325,48.69739478957915,274.5460459998151
250,37,8.0,0.05,9.018036072144287,19.639278557114228,276.565314998735
200,30,8.0,0.03,8.817635270541082,19.639278557114228,277.80065140300644
300,30,6.5,0.03,22.645290581162325,48.89779559118236,279.67534266930636
200,37,7.4,0.02,8.416833667334668,19.639278557114228,280.5122870992487
450,40,7.0,0.05,22.444889779559116,49.098196392785574,280.6584712511195
250,40,7.4,0.05,9.018036072144287,19.438877755511022,283.1628788639403
300,35,6.5,0.02,22.645290581162325,49.098196392785574,284.88496030136434
250,37,6.0,0.02,22.645290581162325,49.098196392785574,284.88496030136434
300,37,6.0,0.05,22.444889779559116,49.298597194388776,285.9484098457435
250,37,5.5,0.05,22.444889779559116,49.298597194388776,285.9484098457435
200,35,8.0,0.02,8.416833667334668,19.438877755511022,287.109850964454
300,35,8.0,0.005,20.841683366733466,50.50100200400801,288.4544238778155
150,25,5.5,0.01,22.0440881763527,49.69939879759519,288.5572347099006
150,30,7.4,0.005,7.414829659318637,19.639278557114228,288.69699318476637
450,40,8.0,0.03,22.84569138276553,49.098196392785574,289.1917703141755
350,30,7.0,0.03,22.84569138276553,49.098196392785574,289.1917703141755
200,30,7.0,0.05,8.817635270541082,19.238476953907817,291.07610009598346
350,40,7.4,0.01,22.0440881763527,49.899799599198396,294.08813619222406
200,25,6.5,0.005,20.841683366733466,50.701402805611224,294.3066092104048
400,40,7.4,0.02,22.84569138276553,49.298597194388776,294.4817089087995
200,40,6.5,0.05,8.817635270541082,19.038076152304605,297.8343058863219
150,35,6.0,0.05,8.817635270541082,19.038076152304605,297.8343058863219
200,37,7.0,0.03,8.617234468937875,19.038076152304605,299.1499632531598
350,35,7.0,0.02,22.84569138276553,49.498997995991985,299.85196846599007
150,30,7.0,0.01,7.615230460921843,19.238476953907817,300.17485873550703
300,37,7.4,0.005,20.841683366733466,50.901803607214426,300.2391155055601
200,25,8.0,0.05,8.817635270541082,18.8376753507014,304.67283263922644
500,40,8.0,0.05,22.645290581162325,49.899799599198396,306.5266404552592
150,40,6.5,0.01,7.615230460921843,19.038076152304605,306.93306452584545
150,25,8.0,0.01,7.615230460921843,19.038076152304605,306.93306452584545
300,30,7.4,0.01,22.24448897795591,50.300601202404806,309.4567491696819
150,25,7.0,0.02,8.016032064128256,18.637274549098194,317.33623559744746
200,37,8.0,0.02,8.016032064128256,18.637274549098194,317.33623559744746
150,35,7.0,0.005,7.014028056112224,18.8376753507014,319.40530359315835
250,40,8.0,0.05,8.617234468937875,18.43687374749499,319.9065063995727
250,25,6.0,0.05,22.84569138276553,50.300601202404806,322.1362163204163
100,40,5.5,0.01,7.414829659318637,18.637274549098194,322.48802213645735
200,35,7.4,0.03,8.216432865731463,18.43687374749499,322.77878402094774
150,30,6.5,0.03,8.216432865731463,18.43687374749499,322.77878402094774
400,37,8.0,0.02,23.246492985971944,50.1002004008016,325.29925582628164
300,25,7.0,0.02,23.246492985971944,50.1002004008016,325.29925582628164
150,37,6.0,0.05,8.416833667334668,18.23647294589178,328.38197436958103
350,37,8.0,0.01,22.444889779559116,50.901803607214426,331.15947325512735
450,35,7.4,0.05,23.04609218436874,50.50100200400801,332.2952116658164
200,40,7.4,0.02,7.8156312625250495,18.23647294589178,333.0518351331924
150,35,6.5,0.02,7.8156312625250495,18.23647294589178,333.0518351331924
150,30,8.0,0.005,6.813627254509018,18.43687374749499,335.3618660166024
100,30,5.5,0.03,8.016032064128256,18.036072144288575,338.57470451925906
100,35,5.5,0.02,7.615230460921843,18.036072144288575,341.9289079160326
250,25,7.4,0.005,21.442885771543086,51.903807615230455,342.0991883566731
300,40,7.0,0.005,21.442885771543086,51.903807615230455,342.0991883566731
150,25,6.5,0.05,8.216432865731463,17.83567134268537,344.2582158304586
100,30,6.0,0.01,7.21442885771543,18.036072144288575,345.60439516307173
200,40,7.0,0.03,8.016032064128256,17.83567134268537,345.8148360849957
200,37,6.0,0.005,21.442885771543086,52.10420841683367,348.51362042722735
200,30,7.4,0.05,8.216432865731463,17.635270541082164,351.5786683587616
400,37,7.0,0.03,23.647294589178355,50.701402805611224,351.7907156999369
200,30,6.0,0.01,22.84569138276553,51.302605210420836,351.79874779619337
200,37,7.4,0.03,7.8156312625250495,17.635270541082164,354.7722298304023
350,30,7.4,0.02,23.647294589178355,50.901803607214426,357.7232219950922
350,25,7.4,0.03,23.647294589178355,50.901803607214426,357.7232219950922
250,30,6.0,0.03,23.647294589178355,50.901803607214426,357.7232219950922
150,37,7.0,0.005,6.613226452905812,17.83567134268537,358.9601648186153
100,25,5.5,0.05,8.016032064128256,17.43486973947896,360.5360621041682
400,25,8.0,0.05,23.246492985971944,51.302605210420836,360.65333070951505
200,35,8.0,0.03,7.8156312625250495,17.43486973947896,362.1730033212718
150,30,5.5,0.005,21.64328657314629,52.50501002004008,365.40833169344705
100,25,6.0,0.02,7.414829659318637,17.43486973947896,365.6878486431781
200,40,8.0,0.02,7.414829659318637,17.43486973947896,365.6878486431781
150,37,6.5,0.02,7.414829659318637,17.43486973947896,365.6878486431781
150,30,7.4,0.01,7.014028056112224,17.43486973947896,369.5239778153501
200,35,7.0,0.05,7.8156312625250495,17.23446893787575,369.6540977747078
400,40,6.5,0.05,23.44689378757515,51.503006012024045,371.37457279288026
250,35,6.0,0.02,23.847695390781563,51.302605210420836,374.5376122987456
100,37,5.5,0.02,7.21442885771543,17.23446893787575,375.0468472014169
100,35,6.0,0.005,6.4128256513026045,17.43486973947896,375.8805787928562
150,40,6.0,0.05,7.8156312625250495,17.034068136272545,377.2155131907101
300,35,6.0,0.05,23.44689378757515,51.70340681362725,377.62836293830117
250,35,5.5,0.05,23.44689378757515,51.70340681362725,377.62836293830117
150,25,7.4,0.02,7.21442885771543,17.034068136272545,382.6082626174192
250,37,6.5,0.005,21.843687374749496,52.90581162324649,382.70464777249884
200,30,8.0,0.05,7.8156312625250495,16.833667334669336,384.85724956927896
450,40,7.4,0.03,24.04809619238477,51.503006012024045,385.49981726981
250,30,6.5,0.01,23.246492985971944,52.10420841683367,385.8291332163326
150,25,7.0,0.03,7.414829659318637,16.833667334669336,388.37209489118527
150,35,7.0,0.01,6.613226452905812,17.034068136272545,388.7239007072261
150,35,7.4,0.005,6.212424849699398,17.034068136272545,393.20259757992943
400,30,7.0,0.05,23.647294589178355,52.10420841683367,395.00499997991983
200,37,8.0,0.03,7.414829659318637,16.63326653306613,396.0941522323204
350,37,6.5,0.03,24.04809619238477,51.903807615230455,398.0877185232186
300,35,7.4,0.005,22.0440881763527,53.3066132264529,400.4025686643827
200,37,7.0,0.05,7.615230460921843,16.432865731462925,402.0989473937856
150,35,6.5,0.03,7.21442885771543,16.432865731462925,405.7744346408247
200,40,7.4,0.03,7.21442885771543,16.432865731462925,405.7744346408247
150,30,8.0,0.01,6.4128256513026045,16.63326653306613,406.28688238199857
150,30,7.0,0.02,7.014028056112224,16.432865731462925,407.732659708194
100,37,6.0,0.005,6.212424849699398,16.63326653306613,408.56639129963344
400,30,8.0,0.03,24.248496993987974,52.10420841683367,409.3712073445489
500,40,7.4,0.05,23.847695390781563,52.50501002004008,412.7832418343702
400,35,8.0,0.02,24.248496993987974,52.30460921843687,415.8659603776691
150,40,6.5,0.02,6.813627254509018,16.23246492985972,417.6539050043976
150,25,8.0,0.02,6.813627254509018,16.23246492985972,417.6539050043976
150,40,7.0,0.005,6.012024048096192,16.432865731462925,418.7285994835362
450,37,7.0,0.05,23.847695390781563,52.705410821643284,419.43863679262324
100,35,5.5,0.03,7.014028056112224,16.03206412825651,423.57837920329644
100,40,5.5,0.02,6.813627254509018,16.03206412825651,425.6169252332321
400,37,7.4,0.02,24.44889779559118,52.50501002004008,427.39041208669846
450,37,8.0,0.03,24.44889779559118,52.50501002004008,427.39041208669846
350,35,8.0,0.01,23.647294589178355,53.106212424849694,428.28197477118545
200,40,5.5,0.01,23.647294589178355,53.106212424849694,428.28197477118545
150,30,6.5,0.05,7.21442885771543,15.831663326653306,429.663495327328
200,35,7.4,0.05,7.21442885771543,15.831663326653306,429.663495327328
150,37,7.0,0.01,6.212424849699398,16.03206412825651,432.21448909843747
250,40,5.5,0.03,24.44889779559118,52.705410821643284,434.0458070449514
300,40,6.0,0.03,24.44889779559118,52.705410821643284,434.0458070449514
150,37,7.4,0.005,6.012024048096192,16.03206412825651,434.57431897863876
100,25,6.5,0.005,6.012024048096192,16.03206412825651,434.57431897863876
150,35,8.0,0.005,5.811623246492986,16.03206412825651,437.0144698214064
100,30,5.5,0.05,7.21442885771543,15.631262525050099,437.78715748129537
350,37,7.4,0.01,23.847695390781563,53.3066132264529,439.88674744278126
100,35,6.0,0.01,6.212424849699398,15.831663326653306,440.25783028983824
150,37,6.5,0.03,6.813627254509018,15.631262525050099,441.78392857860024
200,40,8.0,0.03,6.813627254509018,15.631262525050099,441.78392857860024
100,25,6.0,0.03,6.813627254509018,15.631262525050099,441.78392857860024
200,40,7.0,0.05,7.014028056112224,15.430861723446894,447.9493656651981
150,25,7.4,0.03,6.813627254509018,15.430861723446894,449.98791169513373
100,37,5.5,0.03,6.813627254509018,15.430861723446894,449.98791169513373
400,35,7.0,0.03,24.649298597194388,53.106212424849694,452.62725852506594
100,30,6.0,0.02,6.4128256513026045,15.430861723446894,454.3059666427042
350,30,6.5,0.05,24.248496993987974,53.507014028056105,456.52121879028573
500,37,8.0,0.05,24.248496993987974,53.507014028056105,456.52121879028573
150,35,7.4,0.01,6.012024048096192,15.430861723446894,458.9453054405403
200,35,6.0,0.005,22.645290581162325,54.709418837675344,463.3645648009443
300,25,8.0,0.01,24.04809619238477,53.90781563126252,465.8464825442467
300,40,6.5,0.01,24.04809619238477,53.90781563126252,465.8464825442467
200,35,8.0,0.05,6.813627254509018,15.030060120240481,466.63684081590037
200,37,7.4,0.05,6.813627254509018,15.030060120240481,466.63684081590037
150,30,7.4,0.02,6.4128256513026045,15.030060120240481,470.95489576347086
400,40,7.0,0.02,24.849699398797593,53.507014028056105,471.6103148180125
100,40,6.0,0.005,5.611222444889779,15.230460921843687,472.1902321677423
150,37,8.0,0.005,5.611222444889779,15.230460921843687,472.1902321677423
100,37,6.0,0.01,5.811623246492986,15.030060120240481,478.03438540407467
150,30,7.0,0.03,6.4128256513026045,14.829659318637274,479.3998417677037
450,30,8.0,0.05,24.44889779559118,54.10821643286573,482.8825587045834
400,25,7.4,0.05,24.44889779559118,54.10821643286573,482.8825587045834
150,40,7.0,0.01,5.811623246492986,14.829659318637274,486.47933140830753
150,40,6.5,0.03,6.4128256513026045,14.629258517034067,487.9251087345031
150,25,8.0,0.03,6.4128256513026045,14.629258517034067,487.9251087345031
150,40,7.4,0.005,5.410821643286573,14.829659318637274,491.6005959815422
150,35,7.0,0.02,6.012024048096192,14.629258517034067,492.5644475323393
350,40,7.0,0.01,24.248496993987974,54.50901803607214,492.60942727137626
200,37,8.0,0.05,6.613226452905812,14.42885771543086,494.3315087088005
150,25,7.0,0.05,6.613226452905812,14.42885771543086,494.3315087088005
150,37,7.4,0.01,5.611222444889779,14.629258517034067,497.52507018044105
100,25,6.5,0.01,5.611222444889779,14.629258517034067,497.52507018044105
200,30,5.5,0.02,25.0501002004008,54.10821643286573,498.2126176200095
200,25,5.5,0.03,25.0501002004008,54.10821643286573,498.2126176200095
100,40,5.5,0.03,6.212424849699398,14.42885771543086,498.81020558150385
250,35,6.5,0.005,23.04609218436874,55.51102204408818,502.696133750467
300,30,7.0,0.01,24.44889779559118,54.709418837675344,505.0174095686359
200,40,7.4,0.05,6.4128256513026045,14.228456913827655,505.2166055558009
150,35,6.5,0.05,6.4128256513026045,14.228456913827655,505.2166055558009
150,35,8.0,0.01,5.611222444889779,14.42885771543086,506.1306581098069
150,30,8.0,0.02,6.012024048096192,14.228456913827655,509.855944353637
350,35,6.5,0.03,25.250501002004004,54.30861723446893,510.781241842402
300,37,7.0,0.005,23.246492985971944,55.71142284569138,515.0237950851603
350,25,8.0,0.02,25.250501002004004,54.50901803607214,518.159525463753
150,37,7.0,0.02,5.811623246492986,14.028056112224448,521.0623250509035
100,35,5.5,0.05,6.4128256513026045,13.827655310621243,522.8293862273646
100,30,6.0,0.03,6.012024048096192,13.827655310621243,527.4687250252007
350,40,6.5,0.02,25.450901803607213,54.709418837675344,530.9691125738448
400,30,7.4,0.03,25.450901803607213,54.709418837675344,530.9691125738448
150,40,8.0,0.005,5.01002004008016,14.028056112224448,531.6261380476384
100,25,6.0,0.05,6.212424849699398,13.627254509018035,534.0357669246308
100,40,6.0,0.01,5.410821643286573,13.827655310621243,535.030140441203
150,37,8.0,0.01,5.210420841683367,13.827655310621243,537.71125417167
300,30,6.5,0.02,25.450901803607213,54.90981963927855,538.5080381203286
400,35,7.4,0.02,25.450901803607213,54.90981963927855,538.5080381203286
450,35,8.0,0.03,25.450901803607213,54.90981963927855,538.5080381203286
300,25,6.5,0.03,25.450901803607213,54.90981963927855,538.5080381203286
150,30,7.4,0.03,5.811623246492986,13.627254509018035,538.8357476475998
100,30,6.5,0.005,5.01002004008016,13.827655310621243,540.4726888647034
100,35,6.0,0.02,5.611222444889779,13.627254509018035,541.3562194529339
200,40,8.0,0.05,6.212424849699398,13.42685370741483,543.0429596668287
150,37,6.5,0.05,6.212424849699398,13.42685370741483,543.0429596668287
400,37,6.5,0.05,25.0501002004008,55.31062124248497,543.2052080112127
450,35,7.0,0.05,25.0501002004008,55.31062124248497,543.2052080112127
150,35,7.4,0.02,5.611222444889779,13.42685370741483,550.3634121951318
450,37,7.4,0.03,25.651302605210418,55.110220440881754,551.5585881181196
100,37,5.5,0.05,6.012024048096192,13.226452905811623,554.4903032517942
150,25,7.4,0.05,6.012024048096192,13.226452905811623,554.4903032517942
150,40,7.4,0.01,5.210420841683367,13.42685370741483,555.6453186934992
350,25,7.0,0.03,25.651302605210418,55.31062124248497,559.2581555897365
450,40,8.0,0.02,25.651302605210418,55.31062124248497,559.2581555897365
150,35,7.0,0.03,5.611222444889779,13.226452905811623,559.450925899896
350,35,7.4,0.01,24.849699398797593,55.91182364729459,561.5954956004192
250,25,7.0,0.005,23.647294589178355,56.71342685370741,564.7055232709906
350,30,7.0,0.02,25.651302605210418,55.51102204408818,567.0380440239196
100,37,6.0,0.02,5.410821643286573,13.026052104208418,571.2195533351271
150,40,7.0,0.02,5.410821643286573,13.026052104208418,571.2195533351271
350,40,8.0,0.005,23.647294589178355,56.91382765531062,573.0476584431386
150,30,7.0,0.05,5.811623246492986,12.825651302605209,575.3464443917896
150,30,8.0,0.03,5.611222444889779,12.825651302605209,577.8669161971237
150,40,6.5,0.05,5.811623246492986,12.625250501002002,584.6749209842533
500,35,8.0,0.05,25.450901803607213,56.11222444889779,585.4283316131258
150,25,8.0,0.05,5.611222444889779,12.625250501002002,587.1953927895873
250,40,6.0,0.01,25.250501002004004,56.312625250501,588.1785213713999
150,40,8.0,0.01,4.809619238476954,12.825651302605209,588.7520130441243
150,37,7.0,0.03,5.410821643286573,12.625250501002002,589.7961855574879
150,37,7.4,0.02,5.210420841683367,12.625250501002002,592.4772992879548
100,25,6.5,0.02,5.210420841683367,12.625250501002002,592.4772992879548
150,35,8.0,0.02,5.210420841683367,12.625250501002002,592.4772992879548
300,30,8.0,0.005,23.847695390781563,57.31462925851703,594.6813065007769
300,25,7.4,0.01,25.250501002004004,56.5130260521042,596.3600146184149
100,40,5.5,0.05,5.611222444889779,12.424849699398797,596.604190344617
100,30,6.5,0.01,4.809619238476954,12.625250501002002,598.0804896365879
500,37,7.4,0.05,25.450901803607213,56.5130260521042,601.7109971445894
100,35,6.0,0.03,5.210420841683367,12.424849699398797,601.8860968429844
450,40,7.0,0.03,26.052104208416836,56.11222444889779,601.9632049670482
200,37,5.5,0.01,25.450901803607213,56.71342685370741,609.9728113541711
250,37,5.5,0.03,26.052104208416836,56.312625250501,610.0643772514969
300,37,6.0,0.03,26.25250501002004,56.312625250501,615.7366436279372
100,30,6.0,0.05,5.410821643286573,12.024048096192384,618.2635411102767
150,35,7.4,0.03,5.210420841683367,12.024048096192384,620.9446548407436
100,25,7.0,0.005,4.408817635270541,12.22444889779559,622.9028799081129
100,40,6.0,0.02,5.01002004008016,12.024048096192384,623.706089533777
150,37,8.0,0.02,5.01002004008016,12.024048096192384,623.706089533777
150,30,7.4,0.05,5.210420841683367,11.823647294589177,630.5944152834727
450,30,7.4,0.05,25.651302605210418,57.11422845691383,632.1687061497745
100,35,6.5,0.005,4.408817635270541,12.024048096192384,632.4723193882757
150,40,7.0,0.03,5.01002004008016,11.823647294589177,633.3558499765061
100,37,6.0,0.03,5.01002004008016,11.823647294589177,633.3558499765061
150,40,7.4,0.02,4.809619238476954,11.823647294589177,636.1976056321058
150,35,7.0,0.05,5.210420841683367,11.422845691382765,650.1348990566303
500,40,8.0,0.03,26.452905811623246,57.11422845691383,654.6971297304027
400,37,7.0,0.02,26.452905811623246,57.11422845691383,654.6971297304027
400,40,8.0,0.01,25.851703406813623,57.51503006012024,654.7662057582096
150,37,7.4,0.03,4.809619238476954,11.422845691382765,655.7380894052634
100,25,6.5,0.03,4.809619238476954,11.422845691382765,655.7380894052634
150,35,8.0,0.03,4.809619238476954,11.422845691382765,655.7380894052634
300,35,7.0,0.005,24.44889779559118,58.51703406813627,661.9918795506843
150,30,8.0,0.05,5.01002004008016,11.222444889779558,662.787057080092
300,37,6.5,0.01,25.851703406813623,57.71543086172344,663.429624780623
100,25,7.0,0.01,4.208416833667334,11.422845691382765,664.7452821474612
150,40,8.0,0.02,4.609218436873747,11.222444889779558,668.550889353858
100,30,6.5,0.02,4.609218436873747,11.222444889779558,668.550889353858
500,40,7.0,0.05,26.052104208416836,57.71543086172344,669.021570194497
250,30,6.0,0.02,26.65330661322645,57.31462925851703,669.0328151292563
350,25,7.4,0.02,26.65330661322645,57.31462925851703,669.0328151292563
200,25,6.0,0.01,25.851703406813623,57.91583166332665,672.1733647656031
150,37,7.0,0.05,4.809619238476954,11.02204408817635,675.5998570286866
250,25,6.0,0.03,26.65330661322645,57.51503006012024,677.6159131891036
400,35,6.5,0.05,26.052104208416836,57.91583166332665,677.7653101794771
100,37,6.5,0.005,4.008016032064128,11.222444889779558,677.7990449837552
100,40,6.0,0.03,4.609218436873747,11.02204408817635,678.5219336468529
150,37,8.0,0.03,4.609218436873747,11.02204408817635,678.5219336468529
100,35,6.5,0.01,4.208416833667334,11.02204408817635,684.6070497708845
100,35,6.0,0.05,4.809619238476954,10.821643286573146,685.6512222842479
350,37,7.0,0.01,26.052104208416836,58.11623246492985,686.5893711270232
350,40,6.0,0.05,26.052104208416836,58.11623246492985,686.5893711270232
100,25,7.4,0.005,4.008016032064128,11.02204408817635,687.77008927675
150,40,7.4,0.03,4.609218436873747,10.821643286573146,688.5732989024141
450,35,7.4,0.03,26.85370741482966,57.71543086172344,692.1925614756565
250,30,5.5,0.05,26.25250501002004,58.31663326653307,701.1660194135767
150,35,7.4,0.05,4.609218436873747,10.420841683366733,708.9169923012358
300,30,6.0,0.05,26.25250501002004,58.51703406813627,710.1507222862557
100,30,7.0,0.005,3.8076152304609217,10.621242484969939,711.1965012188706
450,40,7.4,0.02,27.054108216432866,58.11623246492985,715.7539126348886
100,37,6.5,0.01,4.008016032064128,10.420841683366733,718.165147931133
150,40,7.0,0.05,4.609218436873747,10.220440881763526,719.2093204444963
100,37,6.0,0.05,4.609218436873747,10.220440881763526,719.2093204444963
100,40,6.5,0.005,3.8076152304609217,10.420841683366733,721.4085083995648
100,25,8.0,0.005,3.8076152304609217,10.420841683366733,721.4085083995648
350,37,6.5,0.02,27.054108216432866,58.31663326653307,724.6582945450018
250,25,6.5,0.01,26.452905811623246,58.71743486973948,724.9683334605081
100,30,6.5,0.03,4.208416833667334,10.220440881763526,725.2944365685279
150,40,8.0,0.03,4.208416833667334,10.220440881763526,725.2944365685279
100,25,7.4,0.01,3.8076152304609217,10.220440881763526,731.7008365428252
150,37,7.4,0.05,4.408817635270541,10.02004008016032,732.5843671310557
100,25,6.5,0.05,4.408817635270541,10.02004008016032,732.5843671310557
150,35,8.0,0.05,4.408817635270541,10.02004008016032,732.5843671310557
150,25,5.5,0.005,25.0501002004008,59.71943887775551,732.9168959160804
100,25,7.0,0.02,4.008016032064128,10.02004008016032,738.8301251802202
400,30,8.0,0.02,27.25450901803607,58.51703406813627,739.7168686069532
350,40,7.4,0.005,25.0501002004008,59.91983967935872,742.4638455267246
400,25,8.0,0.03,27.25450901803607,58.71743486973948,748.7818924421989
400,40,6.5,0.03,27.25450901803607,58.71743486973948,748.7818924421989
100,35,6.5,0.02,4.008016032064128,9.819639278557114,749.2830952486137
100,30,7.0,0.01,3.607214428857715,9.819639278557114,755.8501371480438
100,40,6.0,0.05,4.208416833667334,9.619238476953909,756.6533467737075
150,37,8.0,0.05,4.208416833667334,9.619238476953909,756.6533467737075
300,35,6.0,0.03,27.25450901803607,58.91783567134269,757.9272372400111
250,35,5.5,0.03,27.25450901803607,58.91783567134269,757.9272372400111
200,35,5.5,0.01,26.65330661322645,59.3186372745491,758.4782390432166
500,35,7.4,0.05,26.65330661322645,59.3186372745491,758.4782390432166
400,25,7.0,0.05,26.65330661322645,59.3186372745491,758.4782390432166
100,40,6.5,0.01,3.607214428857715,9.619238476953909,766.3834281790032
100,25,8.0,0.01,3.607214428857715,9.619238476953909,766.3834281790032
300,30,7.4,0.005,25.250501002004004,60.32064128256513,767.0693691993201
150,40,7.4,0.05,4.208416833667334,9.4188376753507,767.2669587672339
450,37,8.0,0.02,27.454909819639276,59.11823647294589,773.307095152228
100,30,7.4,0.005,3.406813627254509,9.4188376753507,780.4010425660941
50,25,5.5,0.005,3.406813627254509,9.4188376753507,780.4010425660941
350,30,8.0,0.01,26.85370741482966,59.71943887775551,783.244404640945
100,25,7.0,0.03,3.8076152304609217,9.218436873747494,784.3672916976238
100,37,6.5,0.02,3.607214428857715,9.218436873747494,787.6909731286221
300,40,6.0,0.02,27.655310621242485,59.3186372745491,788.8475949895783
250,40,5.5,0.02,27.655310621242485,59.3186372745491,788.8475949895783
150,40,8.0,0.05,4.008016032064128,9.018036072144287,791.8981851478509
100,35,7.0,0.005,3.2064128256513023,9.218436873747494,794.5792988783179
100,35,6.5,0.03,3.8076152304609217,9.018036072144287,795.1415456162827
400,30,7.0,0.03,27.655310621242485,59.5190380761523,798.2339026750893
100,25,7.4,0.02,3.607214428857715,9.018036072144287,798.4652270472809
100,30,6.5,0.05,3.8076152304609217,8.817635270541082,805.9961204975081
350,37,8.0,0.005,25.651302605210418,60.921843687374746,807.4563555969653
100,30,7.0,0.02,3.406813627254509,8.817635270541082,812.723804322071
400,35,7.0,0.02,27.85571142284569,59.71943887775551,814.0153654001388
100,30,8.0,0.005,3.2064128256513023,8.817635270541082,816.2081276782021
50,25,5.5,0.01,3.2064128256513023,8.817635270541082,816.2081276782021
100,30,7.4,0.01,3.2064128256513023,8.817635270541082,816.2081276782021
250,37,6.0,0.01,27.054108216432866,60.32064128256513,818.1197665872826
300,35,6.5,0.01,27.054108216432866,60.32064128256513,818.1197665872826
100,37,6.5,0.03,3.607214428857715,8.617234468937875,820.2546977722982
500,40,7.4,0.03,27.85571142284569,59.91983967935872,823.562315010783
100,25,8.0,0.02,3.406813627254509,8.617234468937875,823.6587001658629
100,40,6.5,0.02,3.406813627254509,8.617234468937875,823.6587001658629
100,35,7.0,0.01,3.2064128256513023,8.617234468937875,827.143023521994
100,37,7.0,0.005,3.006012024048096,8.617234468937875,830.7076678406916
450,37,7.0,0.03,27.85571142284569,60.120240480961925,833.1895855839937
300,40,5.5,0.05,27.25450901803607,60.521042084168336,833.9815502748984
400,40,7.4,0.01,27.25450901803607,60.521042084168336,833.9815502748984
100,25,7.4,0.03,3.406813627254509,8.416833667334668,834.673916972221
100,30,8.0,0.01,3.006012024048096,8.416833667334668,841.7228846470497
350,25,6.5,0.05,27.25450901803607,60.72144288577154,843.8497837358079
350,35,7.0,0.01,27.454909819639276,60.72144288577154,850.0039758876467
100,35,7.4,0.005,2.8056112224448895,8.216432865731463,856.4633876972382
100,25,7.0,0.05,3.406813627254509,8.016032064128256,856.9453134726368
200,30,6.0,0.005,26.052104208416836,61.723446893787575,859.1573527817158
100,30,7.4,0.02,3.2064128256513023,8.016032064128256,860.4296368287679
100,25,8.0,0.03,3.2064128256513023,8.016032064128256,860.4296368287679
100,30,7.0,0.03,3.2064128256513023,8.016032064128256,860.4296368287679
100,40,6.5,0.03,3.2064128256513023,8.016032064128256,860.4296368287679
100,37,7.0,0.01,3.006012024048096,8.016032064128256,863.9942811474655
50,30,5.5,0.005,2.8056112224448895,8.016032064128256,867.6392464287294
100,35,6.5,0.05,3.406813627254509,7.8156312625250495,868.2014931666941
50,25,5.5,0.02,3.006012024048096,7.8156312625250495,875.2504608415228
100,40,7.0,0.005,2.8056112224448895,7.8156312625250495,878.8954261227867
100,37,6.5,0.05,3.2064128256513023,7.615230460921843,883.022317179449
200,25,5.5,0.02,28.2565130260521,60.921843687374746,885.3725085441422
350,30,6.5,0.03,28.2565130260521,60.921843687374746,885.3725085441422
100,35,7.0,0.02,3.006012024048096,7.615230460921843,886.5869614981466
100,30,8.0,0.02,3.006012024048096,7.615230460921843,886.5869614981466
100,37,7.4,0.005,2.8056112224448895,7.615230460921843,890.2319267794105
50,30,5.5,0.01,2.8056112224448895,7.615230460921843,890.2319267794105
100,35,7.4,0.01,2.8056112224448895,7.615230460921843,890.2319267794105
350,35,6.5,0.02,28.45691382765531,60.921843687374746,891.9283055088131
100,35,8.0,0.005,2.6052104208416833,7.615230460921843,893.9572130232409
100,25,7.4,0.05,3.2064128256513023,7.414829659318637,894.4391387986393
500,37,8.0,0.03,28.2565130260521,61.12224448897795,895.4013839301845
400,37,8.0,0.01,27.655310621242485,61.523046092184366,896.5146324713554
